title  Photometry data for APASS_J085815.7-430955 from search centered on 134.5651678 -43.16525496 using the apass calibration catalog
Median of Right Ascension  134.56543, rms   0.00273
Median of Declination      -43.16530, rms   0.00141
Median of magcal_magdep        12.70, rms      0.31
Median of magcal_local_rms      0.16, rms      0.26
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	NUMBER	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2421220.790451	1916.976203	 0.00	 0.00	12.47	  0.00000	  0.00000	  0.0	0.000	am12846	10	0	0	0	2048	-1.000000			11
2421226.788265	1916.992591	 0.00	 0.00	12.12	  0.00000	  0.00000	  0.0	0.000	am12855	10	0	0	0	2048	-1.000000			11
2421311.579032	1917.224874	 0.00	 0.00	11.59	  0.00000	  0.00000	  0.0	0.000	am12886	9	0	0	0	2048	-1.000000			11
2421312.631360	1917.227757	 0.00	 0.00	11.95	  0.00000	  0.00000	  0.0	0.000	am12895	10	0	0	0	2048	-1.000000			11
2421313.551064	1917.230277	 0.00	 0.00	12.26	  0.00000	  0.00000	  0.0	0.000	am12899	10	0	0	0	2048	-1.000000			11
2421314.559068	1917.233039	 0.00	 0.00	12.37	  0.00000	  0.00000	  0.0	0.000	am12902	9	0	0	0	2048	-1.000000			11
2421314.605123	1917.233165	 0.00	 0.00	11.75	  0.00000	  0.00000	  0.0	0.000	am12903	10	0	0	0	2048	-1.000000			11
2421315.551130	1917.235757	12.72	 0.13	13.77	134.56552	-43.16489	-20.9	0.206	am12909	10	0	1349451776	515297	384	0.000700		16,17,18,19,21,22,28,30	7,8
2421315.592003	1917.235869	 0.00	 0.00	12.02	  0.00000	  0.00000	  0.0	0.000	am12910	10	0	0	0	2048	-1.000000			11
2421316.544258	1917.238477	 0.00	 0.00	11.92	  0.00000	  0.00000	  0.0	0.000	am12916	9	0	0	0	2048	-1.000000			11
2421316.556031	1917.238510	 0.00	 0.00	12.90	  0.00000	  0.00000	  0.0	0.000	b49688	10	0	0	0	2048	-1.000000			11
2421317.494434	1917.241081	 0.00	 0.00	12.55	  0.00000	  0.00000	  0.0	0.000	am12922	10	0	0	0	2048	-1.000000			11
2421329.552628	1917.274117	12.56	 0.31	12.68	134.56547	-43.16561	 75.6	0.175	am12956	10	8192	1349388291	125730	256	0.000700	13	0,1,11,17,18,19,21,22,28,30	8
2421329.591522	1917.274223	 0.00	 0.00	12.38	  0.00000	  0.00000	  0.0	0.000	am12957	9	0	0	0	2048	-1.000000			11
2421330.535119	1917.276809	 0.00	 0.00	12.03	  0.00000	  0.00000	  0.0	0.000	am12964	10	0	0	0	2048	-1.000000			11
2421332.533814	1917.282284	 0.00	 0.00	12.08	  0.00000	  0.00000	  0.0	0.000	am12988	10	0	0	0	2048	-1.000000			11
2421335.537396	1917.290513	 0.00	 0.00	12.37	  0.00000	  0.00000	  0.0	0.000	am13015	10	0	0	0	2048	-1.000000			11
2421347.537873	1917.323391	 0.00	 0.00	12.19	  0.00000	  0.00000	  0.0	0.000	am13058	9	0	0	0	2048	-1.000000			11
2421358.507838	1917.353446	 0.00	 0.00	12.27	  0.00000	  0.00000	  0.0	0.000	b50341	9	0	0	0	2048	-1.000000			11
2421367.497115	1917.378074	 0.00	 0.00	11.34	  0.00000	  0.00000	  0.0	0.000	am13156	10	0	0	0	2048	-1.000000			11
2421368.523262	1917.380886	12.25	 1.20	12.54	134.56151	-43.16288	-59.8	0.379	am13162	9	8400896	1349386240	552888	384	0.000700	12,13,23	17,18,19,21,22,28,30	7,8
2421369.498234	1917.383557	 0.00	 0.00	11.29	  0.00000	  0.00000	  0.0	0.000	am13170	10	0	0	0	2048	-1.000000			11
2421370.473341	1917.386228	 0.00	 0.00	11.87	  0.00000	  0.00000	  0.0	0.000	am13172	10	0	0	0	2048	-1.000000			11
2421392.471792	1917.446498	 0.00	 0.00	12.12	  0.00000	  0.00000	  0.0	0.000	am13257	9	0	0	0	2048	-1.000000			11
2421393.492608	1917.449295	 0.00	 0.00	11.20	  0.00000	  0.00000	  0.0	0.000	am13264	10	0	0	0	2048	-1.000000			11
2421396.476105	1917.457469	 0.00	 0.00	11.87	  0.00000	  0.00000	  0.0	0.000	am13284	10	0	0	0	2048	-1.000000			11
2421400.473494	1917.468421	 0.00	 0.00	11.55	  0.00000	  0.00000	  0.0	0.000	am13314	10	0	0	0	2048	-1.000000			11
2421509.869118	1917.768135	 0.00	 0.00	11.91	  0.00000	  0.00000	  0.0	0.000	am13657	9	0	0	0	2048	-1.000000			11
2421513.864429	1917.779081	 0.00	 0.00	11.90	  0.00000	  0.00000	  0.0	0.000	am13674	10	0	0	0	2048	-1.000000			11
2421513.886591	1917.779141	 0.00	 0.00	12.08	  0.00000	  0.00000	  0.0	0.000	am13675	10	0	0	0	2048	-1.000000			11
2421662.598874	1918.186572	 0.00	 0.00	11.42	  0.00000	  0.00000	  0.0	0.000	am13781	10	0	0	0	2048	-1.000000			11
2421664.602717	1918.192062	12.58	 1.20	12.90	134.56638	-43.16518	 59.7	0.421	am13789	10	12288	1349386240	578716	384	0.000700	12,13	17,18,19,21,22,28,30	7,8
2421671.564604	1918.211136	 0.00	 0.00	12.38	  0.00000	  0.00000	  0.0	0.000	am13791	10	0	0	0	2048	-1.000000			11
2421671.611199	1918.211264	12.91	 0.23	13.60	134.56446	-43.16463	-23.6	0.024	am13792	10	128	1479475200	584839	392	0.000700	7	16,17,18,19,21,27,28,30	3,7,8
2421685.573818	1918.249517	 0.00	 0.00	11.82	  0.00000	  0.00000	  0.0	0.000	am13795	10	0	0	0	2048	-1.000000			11
2421686.602600	1918.252336	 0.00	 0.00	11.46	  0.00000	  0.00000	  0.0	0.000	am13801	9	0	0	0	2048	-1.000000			11
2421688.557663	1918.257692	 0.00	 0.00	11.62	  0.00000	  0.00000	  0.0	0.000	am13816	10	0	0	0	2048	-1.000000			11
2421688.600601	1918.257810	 0.00	 0.00	11.36	  0.00000	  0.00000	  0.0	0.000	am13817	9	0	0	0	2048	-1.000000			11
2421692.542586	1918.268610	 0.00	 0.00	11.92	  0.00000	  0.00000	  0.0	0.000	am13824	10	0	0	0	2048	-1.000000			11
2421693.541933	1918.271348	 0.00	 0.00	11.96	  0.00000	  0.00000	  0.0	0.000	am13830	10	0	0	0	2048	-1.000000			11
2421693.585564	1918.271467	 0.00	 0.00	12.17	  0.00000	  0.00000	  0.0	0.000	am13831	10	0	0	0	2048	-1.000000			11
2421697.542093	1918.282307	 0.00	 0.00	11.29	  0.00000	  0.00000	  0.0	0.000	am13853	9	0	0	0	2048	-1.000000			11
2421701.542943	1918.293268	 0.00	 0.00	12.46	  0.00000	  0.00000	  0.0	0.000	am13862	10	0	0	0	2048	-1.000000			11
2421715.531727	1918.331594	 0.00	 0.00	11.79	  0.00000	  0.00000	  0.0	0.000	am13930	10	0	0	0	2048	-1.000000			11
2421719.545391	1918.342590	 0.00	 0.00	11.07	  0.00000	  0.00000	  0.0	0.000	am13948	10	0	0	0	2048	-1.000000			11
2421732.498469	1918.378078	 0.00	 0.00	11.85	  0.00000	  0.00000	  0.0	0.000	am13988	10	0	0	0	2048	-1.000000			11
2421746.505604	1918.416454	 0.00	 0.00	11.27	  0.00000	  0.00000	  0.0	0.000	am14011	9	0	0	0	2048	-1.000000			11
2421749.497413	1918.424650	 0.00	 0.00	11.44	  0.00000	  0.00000	  0.0	0.000	am14017	9	0	0	0	2048	-1.000000			11
2421750.495029	1918.427384	 0.00	 0.00	11.44	  0.00000	  0.00000	  0.0	0.000	am14025	9	0	0	0	2048	-1.000000			11
2421751.497146	1918.430129	 0.00	 0.00	11.69	  0.00000	  0.00000	  0.0	0.000	am14032	9	0	0	0	2048	-1.000000			11
2421752.498571	1918.432873	 0.00	 0.00	10.98	  0.00000	  0.00000	  0.0	0.000	am14040	10	0	0	0	2048	-1.000000			11
2421756.494574	1918.443821	 0.00	 0.00	11.13	  0.00000	  0.00000	  0.0	0.000	am14050	10	0	0	0	2048	-1.000000			11
2421757.499116	1918.446573	 0.00	 0.00	11.13	  0.00000	  0.00000	  0.0	0.000	am14056	10	0	0	0	2048	-1.000000			11
2421758.496039	1918.449304	 0.00	 0.00	11.26	  0.00000	  0.00000	  0.0	0.000	am14064	10	0	0	0	2048	-1.000000			11
2421760.498543	1918.454791	 0.00	 0.00	11.45	  0.00000	  0.00000	  0.0	0.000	am14079	10	0	0	0	2048	-1.000000			11
2421761.495465	1918.457522	 0.00	 0.00	11.44	  0.00000	  0.00000	  0.0	0.000	am14085	9	0	0	0	2048	-1.000000			11
2421776.474593	1918.498561	 0.00	 0.00	11.12	  0.00000	  0.00000	  0.0	0.000	am14123	10	0	0	0	2048	-1.000000			11
2421864.882194	1918.740773	 0.00	 0.00	11.68	  0.00000	  0.00000	  0.0	0.000	am14447	10	0	0	0	2048	-1.000000			11
2421865.877039	1918.743499	 0.00	 0.00	11.36	  0.00000	  0.00000	  0.0	0.000	am14453	10	0	0	0	2048	-1.000000			11
2421865.899547	1918.743560	 0.00	 0.00	12.30	  0.00000	  0.00000	  0.0	0.000	am14454	10	0	0	0	2048	-1.000000			11
2421868.873003	1918.751707	 0.00	 0.00	11.79	  0.00000	  0.00000	  0.0	0.000	am14472	10	0	0	0	2048	-1.000000			11
2421868.895166	1918.751768	 0.00	 0.00	11.81	  0.00000	  0.00000	  0.0	0.000	am14473	10	0	0	0	2048	-1.000000			11
2421872.877664	1918.762679	 0.00	 0.00	11.56	  0.00000	  0.00000	  0.0	0.000	am14499	9	0	0	0	2048	-1.000000			11
2421872.900172	1918.762740	 0.00	 0.00	10.90	  0.00000	  0.00000	  0.0	0.000	am14500	10	0	0	0	2048	-1.000000			11
2422007.655174	1919.131932	12.57	 0.31	12.67	134.56647	-43.16528	-63.4	0.347	am14576	9	8192	1349386240	148775	384	0.000700	13	17,18,19,21,22,28,30	7,8
2422034.575229	1919.205686	 0.00	 0.00	10.46	  0.00000	  0.00000	  0.0	0.000	am14581	9	0	0	0	2048	-1.000000			11
2422040.651073	1919.222332	12.69	 0.32	13.21	134.56853	-43.16498	-81.9	0.063	am14588	10	0	1349451779	508049	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2422049.577557	1919.246788	 0.00	 0.00	11.69	  0.00000	  0.00000	  0.0	0.000	am14594	10	0	0	0	2048	-1.000000			11
2422053.565597	1919.257714	 0.00	 0.00	11.59	  0.00000	  0.00000	  0.0	0.000	am14601	10	0	0	0	2048	-1.000000			11
2422054.584336	1919.260505	 0.00	 0.00	12.10	  0.00000	  0.00000	  0.0	0.000	am14604	10	0	0	0	2048	-1.000000			11
2422054.592725	1919.260528	12.72	 0.05	15.01	134.56543	-43.16533	-12.4	0.205	mf03223	10	128	1349451776	521487	641	0.000700	7	16,17,18,19,21,22,28,30	0,7,9
2422054.638700	1919.260654	 0.00	 0.00	11.22	  0.00000	  0.00000	  0.0	0.000	am14605	9	0	0	0	2048	-1.000000			11
2422055.564684	1919.263191	12.21	 0.17	13.34	134.56713	-43.16472	 64.5	0.333	am14608	10	0	1349451779	423847	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2422071.558002	1919.307008	 0.00	 0.00	11.86	  0.00000	  0.00000	  0.0	0.000	am14626	10	0	0	0	2048	-1.000000			11
2422072.515104	1919.309630	 0.00	 0.00	11.66	  0.00000	  0.00000	  0.0	0.000	am14627	9	0	0	0	2048	-1.000000			11
2422072.540106	1919.309699	12.86	 0.18	12.95	134.56508	-43.16542	-34.7	0.424	mf03301	10	8320	1349388288	232485	513	0.000700	7,13	11,17,18,19,21,22,28,30	0,9
2422076.524266	1919.320614	 0.00	 0.00	11.69	  0.00000	  0.00000	  0.0	0.000	am14649	10	0	0	0	2048	-1.000000			11
2422080.566671	1919.331690	 0.00	 0.00	11.78	  0.00000	  0.00000	  0.0	0.000	am14666	10	0	0	0	2048	-1.000000			11
2422094.521866	1919.369923	 0.00	 0.00	10.59	  0.00000	  0.00000	  0.0	0.000	am14689	9	0	0	0	2048	-1.000000			11
2422101.484053	1919.388997	 0.00	 0.00	11.36	  0.00000	  0.00000	  0.0	0.000	am14711	10	0	0	0	2048	-1.000000			11
2422111.489113	1919.416409	12.52	 0.27	12.53	134.57252	-43.16727	 88.8	0.463	am14742	9	8396800	1349386240	441129	384	0.000700	13,23	17,18,19,21,22,28,30	7,8
2422141.496725	1919.498621	 0.00	 0.00	11.84	  0.00000	  0.00000	  0.0	0.000	am14819	10	0	0	0	2048	-1.000000			11
2422393.601970	1920.188803	 0.00	 0.00	12.61	  0.00000	  0.00000	  0.0	0.000	am15080	10	0	0	0	2048	-1.000000			11
2422424.532481	1920.273313	12.80	 0.12	13.14	134.56572	-43.16575	-43.0	0.427	mf05176	10	8320	1349386242	254870	643	0.000700	7,13	1,17,18,19,21,22,28,30	0,1,7,9
2422424.571262	1920.273419	 9.45	 1.72	10.88	134.56896	-43.15827	-88.1	0.299	am15091	10	310417536	1074397187	119880	385	0.000700	7,11,12,15,23,25,28	0,1,17,19,30	0,7,8
2422425.520018	1920.276011	12.41	 0.23	12.93	134.56522	-43.16528	-43.3	0.360	am15093	10	0	1349453826	462403	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2422425.564808	1920.276133	 0.00	 0.00	12.88	  0.00000	  0.00000	  0.0	0.000	am15094	10	0	0	0	2048	-1.000000			11
2422428.546340	1920.284280	12.70	 0.08	14.64	134.56562	-43.16517	 48.4	0.058	mf05200	10	128	1349451776	595846	643	0.000700	7	16,17,18,19,21,22,28,30	0,1,7,9
2422429.534221	1920.286979	12.79	 0.40	12.87	134.56200	-43.16616	-20.9	0.179	am15103	10	8192	1349386240	89433	384	0.000700	13	17,18,19,21,22,28,30	7,8
2422429.579510	1920.287102	 0.00	 0.00	12.25	  0.00000	  0.00000	  0.0	0.000	am15104	9	0	0	0	2048	-1.000000			11
2422434.514956	1920.300587	 0.00	 0.00	11.84	  0.00000	  0.00000	  0.0	0.000	am15114	10	0	0	0	2048	-1.000000			11
2422436.533168	1920.306102	12.74	 0.12	14.98	134.56583	-43.16540	-46.3	0.368	mf05324	10	128	1349451778	539188	643	0.000700	7	1,16,17,18,19,21,22,28,30	0,1,7,9
2422437.507803	1920.308764	 0.00	 0.00	10.82	  0.00000	  0.00000	  0.0	0.000	am15131	10	0	0	0	2048	-1.000000			11
2422457.499596	1920.363387	 0.00	 0.00	12.33	  0.00000	  0.00000	  0.0	0.000	am15172	9	0	0	0	2048	-1.000000			11
2422458.487862	1920.366087	 0.00	 0.00	12.14	  0.00000	  0.00000	  0.0	0.000	am15177	10	0	0	0	2048	-1.000000			11
2422458.494193	1920.366104	12.76	 0.07	14.73	134.56549	-43.16527	-63.0	0.291	mf05574	10	128	1349451776	540983	643	0.000700	7	16,17,18,19,21,22,28,30	0,1,7,9
2422458.532531	1920.366209	 0.00	 0.00	11.25	  0.00000	  0.00000	  0.0	0.000	am15178	10	0	0	0	2048	-1.000000			11
2422483.477775	1920.434366	 0.00	 0.00	12.10	  0.00000	  0.00000	  0.0	0.000	am15233	10	0	0	0	2048	-1.000000			11
2422486.485513	1920.442583	 0.00	 0.00	12.04	  0.00000	  0.00000	  0.0	0.000	am15247	9	0	0	0	2048	-1.000000			11
2422492.490252	1920.458990	 0.00	 0.00	11.40	  0.00000	  0.00000	  0.0	0.000	am15254	10	0	0	0	2048	-1.000000			11
2422670.794781	1920.946161	 0.00	 0.00	12.32	  0.00000	  0.00000	  0.0	0.000	am15565	10	0	0	0	2048	-1.000000			11
2422820.525806	1921.356235	 0.00	 0.00	12.42	  0.00000	  0.00000	  0.0	0.000	am15577	10	0	0	0	2048	-1.000000			11
2422823.513458	1921.364420	 0.00	 0.00	10.99	  0.00000	  0.00000	  0.0	0.000	am15583	10	0	0	0	2048	-1.000000			11
2422833.489271	1921.391751	 0.00	 0.00	11.21	  0.00000	  0.00000	  0.0	0.000	am15589	10	0	0	0	2048	-1.000000			11
2423140.627869	1922.233227	 0.00	 0.00	11.81	  0.00000	  0.00000	  0.0	0.000	am15676	10	0	0	0	2048	-1.000000			11
2423144.599288	1922.244108	 0.00	 0.00	12.30	  0.00000	  0.00000	  0.0	0.000	am15678	9	0	0	0	2048	-1.000000			11
2423154.516926	1922.271279	 0.00	 0.00	11.80	  0.00000	  0.00000	  0.0	0.000	am15680	9	0	0	0	2048	-1.000000			11
2423155.581374	1922.274196	 0.00	 0.00	12.32	  0.00000	  0.00000	  0.0	0.000	am15683	10	0	0	0	2048	-1.000000			11
2423163.627399	1922.296239	 0.00	 0.00	11.33	  0.00000	  0.00000	  0.0	0.000	am15687	8	0	0	0	2048	-1.000000			11
2423165.547490	1922.301500	 0.00	 0.00	11.00	  0.00000	  0.00000	  0.0	0.000	am15694	10	0	0	0	2048	-1.000000			11
2423176.557624	1922.331665	 0.00	 0.00	12.57	  0.00000	  0.00000	  0.0	0.000	am15724	10	0	0	0	2048	-1.000000			11
2423180.516575	1922.342511	 0.00	 0.00	12.76	  0.00000	  0.00000	  0.0	0.000	am15753	9	0	0	0	2048	-1.000000			11
2423181.512113	1922.345239	 0.00	 0.00	13.37	  0.00000	  0.00000	  0.0	0.000	am15761	10	0	0	0	2048	-1.000000			11
2423189.517972	1922.367173	 0.00	 0.00	11.27	  0.00000	  0.00000	  0.0	0.000	am15769	10	0	0	0	2048	-1.000000			11
2423189.566797	1922.367306	 0.00	 0.00	11.83	  0.00000	  0.00000	  0.0	0.000	am15770	9	0	0	0	2048	-1.000000			11
2423190.492734	1922.369843	 0.00	 0.00	11.63	  0.00000	  0.00000	  0.0	0.000	am15772	10	0	0	0	2048	-1.000000			11
2423465.662956	1923.123734	 0.00	 0.00	11.43	  0.00000	  0.00000	  0.0	0.000	am16169	10	0	0	0	2048	-1.000000			11
2423486.626394	1923.181168	 0.00	 0.00	12.27	  0.00000	  0.00000	  0.0	0.000	am16172	10	0	0	0	2048	-1.000000			11
2423486.632280	1923.181184	 0.00	 0.00	13.21	  0.00000	  0.00000	  0.0	0.000	b53461	10	0	0	0	2048	-1.000000			11
2423487.645825	1923.183961	 0.00	 0.00	12.55	  0.00000	  0.00000	  0.0	0.000	am16176	9	0	0	0	2048	-1.000000			11
2423489.625128	1923.189384	 0.00	 0.00	12.06	  0.00000	  0.00000	  0.0	0.000	am16180	9	0	0	0	2048	-1.000000			11
2423519.579575	1923.271451	 0.00	 0.00	11.53	  0.00000	  0.00000	  0.0	0.000	am16194	8	0	0	0	2048	-1.000000			11
2423519.630823	1923.271591	 0.00	 0.00	11.66	  0.00000	  0.00000	  0.0	0.000	am16195	10	0	0	0	2048	-1.000000			11
2423527.560502	1923.293316	 0.00	 0.00	13.21	  0.00000	  0.00000	  0.0	0.000	am16204	9	0	0	0	2048	-1.000000			11
2423532.547197	1923.306979	 0.00	 0.00	12.50	  0.00000	  0.00000	  0.0	0.000	am16214	10	0	0	0	2048	-1.000000			11
2423535.601334	1923.315346	 0.00	 0.00	12.29	  0.00000	  0.00000	  0.0	0.000	am16226	10	0	0	0	2048	-1.000000			11
2423536.548047	1923.317940	 0.00	 0.00	11.71	  0.00000	  0.00000	  0.0	0.000	am16234	9	0	0	0	2048	-1.000000			11
2423544.571812	1923.339923	12.75	 0.11	13.65	134.56575	-43.16468	-68.8	0.641	am16247	10	0	1349451776	579233	4480	0.000700		16,17,18,19,21,22,28,30	7,8,12
2423544.618314	1923.340050	 0.00	 0.00	12.34	  0.00000	  0.00000	  0.0	0.000	am16248	9	0	0	0	2048	-1.000000			11
2423552.537099	1923.361745	12.81	 0.07	14.38	134.56546	-43.16548	-88.2	0.111	b53711	10	0	1349451776	361352	640	0.000700		16,17,18,19,21,22,28,30	7,9
2423573.499655	1923.419177	 0.00	 0.00	12.31	  0.00000	  0.00000	  0.0	0.000	am16276	9	0	0	0	2048	-1.000000			11
2423573.546749	1923.419306	 0.00	 0.00	11.44	  0.00000	  0.00000	  0.0	0.000	am16277	10	0	0	0	2048	-1.000000			11
2423575.509431	1923.424683	 0.00	 0.00	12.50	  0.00000	  0.00000	  0.0	0.000	am16283	10	0	0	0	2048	-1.000000			11
2423784.709486	1923.997834	12.63	 0.47	13.09	134.56369	-43.16499	-74.7	0.418	am16504	9	8192	1349386240	849014	384	0.000700	13	17,18,19,21,22,28,30	7,8
2423784.754259	1923.997957	 0.00	 0.00	12.14	  0.00000	  0.00000	  0.0	0.000	am16505	9	0	0	0	2048	-1.000000			11
2423785.734215	1924.000640	 0.00	 0.00	11.83	  0.00000	  0.00000	  0.0	0.000	am16511	10	0	0	0	2048	-1.000000			11
2423791.708829	1924.016964	 0.00	 0.00	12.01	  0.00000	  0.00000	  0.0	0.000	am16532	10	0	0	0	2048	-1.000000			11
2423792.663161	1924.019571	 0.00	 0.00	11.87	  0.00000	  0.00000	  0.0	0.000	am16537	10	0	0	0	2048	-1.000000			11
2423792.751720	1924.019813	12.66	 0.17	13.23	134.56606	-43.16634	-57.0	0.466	am16539	10	0	1349451776	644957	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423793.660429	1924.022296	 0.00	 0.00	11.95	  0.00000	  0.00000	  0.0	0.000	am16544	9	0	0	0	2048	-1.000000			11
2423797.661281	1924.033228	 0.00	 0.00	12.06	  0.00000	  0.00000	  0.0	0.000	am16560	10	0	0	0	2048	-1.000000			11
2423797.746465	1924.033460	 0.00	 0.00	10.98	  0.00000	  0.00000	  0.0	0.000	am16561	10	0	0	0	2048	-1.000000			11
2423798.707880	1924.036087	12.46	 0.16	13.24	134.56740	-43.16662	-40.8	0.562	am16566	10	0	1349451776	974709	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423800.237294	1924.040266	12.35	 0.22	15.83	134.56458	-43.16642	-24.1	0.040	a15966	10	1342210048	1080689664	1535553	704	0.007500	15,28,30	10,17,19,21,22,30	6,7,9
2423812.627943	1924.074120	 0.00	 0.00	12.13	  0.00000	  0.00000	  0.0	0.000	am16585	10	0	0	0	2048	-1.000000			11
2423812.686810	1924.074281	 0.00	 0.00	12.42	  0.00000	  0.00000	  0.0	0.000	am16586	10	0	0	0	2048	-1.000000			11
2423813.681967	1924.077000	12.66	 0.29	13.31	134.56610	-43.16550	-51.4	0.200	am16590	10	0	1349451776	972571	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423815.620444	1924.082296	 0.00	 0.00	11.54	  0.00000	  0.00000	  0.0	0.000	am16594	9	0	0	0	2048	-1.000000			11
2423821.688710	1924.098876	12.62	 0.18	13.24	134.56689	-43.16667	-43.5	0.553	am16616	10	0	1349451776	765128	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423822.615875	1924.101409	 0.00	 0.00	11.78	  0.00000	  0.00000	  0.0	0.000	am16619	9	0	0	0	2048	-1.000000			11
2423823.698328	1924.104367	 0.00	 0.00	12.25	  0.00000	  0.00000	  0.0	0.000	am16625	10	0	0	0	2048	-1.000000			11
2423827.632957	1924.115117	12.81	 0.62	13.00	134.56489	-43.16378	 89.6	0.231	am16632	9	8192	1349386241	1042171	384	0.000700	13	0,17,18,19,21,22,28,30	7,8
2423901.522050	1924.317000	 0.00	 0.00	13.22	  0.00000	  0.00000	  0.0	0.000	ax00475	9	0	0	0	2048	-1.000000			11
2423902.524762	1924.319740	12.52	 0.26	12.53	134.56666	-43.16366	 24.2	0.163	ax00480	9	67117056	1349386243	603959	384	0.000700	13,26	0,1,17,18,19,21,22,28,30	7,8
2423906.543372	1924.330720	 0.00	 0.00	13.93	  0.00000	  0.00000	  0.0	0.000	ax00489	10	0	0	0	2048	-1.000000			11
2423908.505325	1924.336080	12.71	 0.07	16.30	134.56528	-43.16521	 86.3	0.147	mf08511	10	0	1349453824	657080	512	0.000700		11,16,17,18,19,21,22,28,30	9
2423909.514318	1924.338837	12.45	 0.30	12.49	134.56803	-43.16531	 -2.7	0.256	ax00500	10	8192	1349386243	93482	384	0.000700	13	0,1,17,18,19,21,22,28,30	7,8
2423911.514484	1924.344302	 0.00	 0.00	14.07	  0.00000	  0.00000	  0.0	0.000	ax00505	9	0	0	0	2048	-1.000000			11
2423912.515673	1924.347037	12.57	 0.10	14.20	134.57111	-43.16398	 83.5	0.437	ax00510	10	67108864	1349386243	359537	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2423913.497657	1924.349720	12.68	 0.07	15.87	134.56515	-43.16519	-77.4	0.281	mf08545	10	0	1349453824	93886	512	0.000700		11,16,17,18,19,21,22,28,30	9
2423918.520994	1924.363445	 0.00	 0.00	12.72	  0.00000	  0.00000	  0.0	0.000	ax00524	10	0	0	0	2048	-1.000000			11
2423919.494718	1924.366106	 0.00	 0.00	12.49	  0.00000	  0.00000	  0.0	0.000	ax00529	9	0	0	0	2048	-1.000000			11
2424122.824337	1924.921651	12.77	 0.08	14.37	134.56530	-43.16544	 36.9	0.213	mf08960	9	0	1349451778	758235	640	0.000700		1,16,17,18,19,21,22,28,30	7,9
2424122.832648	1924.921674	12.76	 0.07	14.59	134.56544	-43.16536	 61.7	0.167	mf08961	9	268435456	1349451776	740317	640	0.000700	28	16,17,18,19,21,22,28,30	7,9
2424122.842690	1924.921701	12.70	 0.11	14.54	134.56544	-43.16535	 -1.7	0.205	mf08962	10	268435456	1349451776	477343	640	0.000700	28	16,17,18,19,21,22,28,30	7,9
2424125.863518	1924.929955	12.75	 0.14	13.93	134.56512	-43.16521	-57.1	0.127	am16654	9	0	1349451776	669608	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424136.771473	1924.959758	 0.00	 0.00	12.61	  0.00000	  0.00000	  0.0	0.000	am16664	9	0	0	0	2048	-1.000000			11
2424138.730000	1924.965109	 0.00	 0.00	12.60	  0.00000	  0.00000	  0.0	0.000	am16673	10	0	0	0	2048	-1.000000			11
2424145.697729	1924.984147	 0.00	 0.00	12.49	  0.00000	  0.00000	  0.0	0.000	ax00956	10	0	0	0	2048	-1.000000			11
2424164.719953	1925.036219	 0.00	 0.00	12.65	  0.00000	  0.00000	  0.0	0.000	am16692	10	0	0	0	2048	-1.000000			11
2424164.785744	1925.036399	 0.00	 0.00	11.15	  0.00000	  0.00000	  0.0	0.000	ax00963	10	0	0	0	2048	-1.000000			11
2424169.768630	1925.050051	 0.00	 0.00	12.51	  0.00000	  0.00000	  0.0	0.000	am16703	9	0	0	0	2048	-1.000000			11
2424169.772093	1925.050061	 0.00	 0.00	11.74	  0.00000	  0.00000	  0.0	0.000	ax00973	9	0	0	0	2048	-1.000000			11
2424197.719510	1925.126629	12.91	 0.56	13.59	134.56519	-43.16471	-83.6	0.573	am16711	9	128	1349451779	448442	385	0.000700	7	0,1,16,17,18,19,21,22,28,30	0,7,8
2424197.792597	1925.126829	 0.00	 0.00	10.85	  0.00000	  0.00000	  0.0	0.000	ax00982	10	0	0	0	2048	-1.000000			11
2424198.654821	1925.129191	 0.00	 0.00	14.11	  0.00000	  0.00000	  0.0	0.000	ax00984	9	0	0	0	2048	-1.000000			11
2424200.634473	1925.134615	12.54	 0.21	12.54	134.56545	-43.16549	-75.9	0.199	mf08992	9	8192	1349388290	705357	512	0.000700	13	1,11,17,18,19,21,22,28,30	9
2424200.687449	1925.134760	 0.00	 0.00	13.96	  0.00000	  0.00000	  0.0	0.000	ax00987	10	0	0	0	2048	-1.000000			11
2424262.555589	1925.304262	12.96	 0.21	13.98	134.56411	-43.16532	-44.2	0.183	ax01023	10	67108864	1349386243	311081	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2424263.532637	1925.306939	 0.00	 0.00	12.32	  0.00000	  0.00000	  0.0	0.000	ax01026	10	0	0	0	2048	-1.000000			11
