title  Photometry data for APASS_J085815.7-430955 from search centered on 134.5651678 -43.16525496 using the apass calibration catalog
Median of Right Ascension  134.56543, rms   0.00273
Median of Declination      -43.16530, rms   0.00141
Median of magcal_magdep        12.70, rms      0.31
Median of magcal_local_rms      0.16, rms      0.26
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	NUMBER	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2430111.352510	1941.317404	 0.00	 0.00	12.36	  0.00000	  0.00000	  0.0	0.000	am21554	10	0	0	0	2048	-1.000000			11
2430111.352510	1941.317404	 0.00	 0.00	12.08	  0.00000	  0.00000	  0.0	0.000	b66455_s1	10	0	0	0	2048	-1.000000			11
2430113.258587	1941.322626	12.76	 0.13	14.34	134.56680	-43.16519	 39.0	0.475	rb10570	9	0	1349453826	556786	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2430113.289058	1941.322710	12.76	 0.11	15.01	134.56573	-43.16521	-23.1	0.153	am21565	9	0	1349451779	435599	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430119.300781	1941.339180	12.72	 0.17	13.87	134.56622	-43.16607	-44.1	0.319	am21583	10	0	1349451777	166911	384	0.000700		0,16,17,18,19,21,22,28,30	7,8
2430123.288580	1941.350106	 0.00	 0.00	12.40	  0.00000	  0.00000	  0.0	0.000	am21601	10	0	0	0	2048	-1.000000			11
2430129.277469	1941.366514	13.15	 0.07	14.24	134.56943	-43.16959	-30.9	0.535	b66516	10	109051904	1349386243	60082	640	0.000700	23,25,26	0,1,17,18,19,21,22,28,30	7,9
2430129.303784	1941.366586	12.80	 0.22	12.93	134.56641	-43.16506	-32.8	0.161	am21613	9	8192	1349388288	241334	256	0.000700	13	11,17,18,19,21,22,28,30	8
2430129.369500	1941.366766	 0.00	 0.00	12.37	  0.00000	  0.00000	  0.0	0.000	am21615	9	0	0	0	2048	-1.000000			11
2430133.230672	1941.377344	12.54	 0.29	13.34	134.57271	-43.16242	-87.9	0.438	rb10641	10	75513856	1349386243	10064	384	0.000700	14,23,26	0,1,17,18,19,21,22,28,30	7,8
2430135.227874	1941.382816	12.67	 0.10	13.41	134.56431	-43.16506	-12.2	0.453	rb10653	9	16384	1349453824	364579	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2430135.235838	1941.382838	12.63	 0.19	16.97	134.56489	-43.16531	 57.1	0.234	b66543	10	0	1349454848	428449	576	0.000700		10,11,16,17,18,19,21,22,28,30	6,9
2430135.323095	1941.383077	12.72	 0.08	14.17	134.56544	-43.16489	 -1.8	0.246	rb10655	10	0	1349451776	275547	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430140.237154	1941.396540	12.71	 0.05	14.32	134.56529	-43.16549	-48.9	0.579	b66585	10	0	1349451776	66246	640	0.000700		16,17,18,19,21,22,28,30	7,9
2430143.204909	1941.404671	12.74	 0.08	15.39	134.56525	-43.16533	 17.0	0.424	rb10713	9	64	1349453824	445566	256	0.000700	6	11,16,17,18,19,21,22,28,30	8
2430152.265840	1941.429495	 0.00	 0.00	11.90	  0.00000	  0.00000	  0.0	0.000	am21723	8	0	0	0	2048	-1.000000			11
2430157.204371	1941.443026	12.67	 0.07	13.61	134.56531	-43.16558	-47.8	0.554	b66669	10	0	1349451776	96177	640	0.000700		16,17,18,19,21,22,28,30	7,9
2430157.265311	1941.443193	12.61	 0.19	13.55	134.56481	-43.16416	-18.6	0.136	am21735	10	0	1349451776	376596	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430161.218517	1941.454023	12.72	 0.11	14.56	134.56604	-43.16499	-12.2	0.282	am21771	9	0	1349451778	389779	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2430162.219491	1941.456766	 0.00	 0.00	12.75	  0.00000	  0.00000	  0.0	0.000	am21780	9	0	0	0	2048	-1.000000			11
2430172.219099	1941.484162	12.45	 0.17	12.79	134.57776	-43.16361	 75.4	0.576	am21833	8	75505664	1349388291	578076	256	0.000700	13,23,26	0,1,11,17,18,19,21,22,28,30	8
2430250.386422	1941.698319	12.54	 0.26	12.70	134.56734	-43.16567	-77.3	0.384	bi00086	10	1073750016	1348864003	153180	256	0.000700	13,30	0,1,11,17,18,21,22,28,30	8
2430250.606308	1941.698921	12.62	 0.19	13.03	134.56494	-43.16449	-14.2	0.520	rb11027	10	33579008	1349388288	308286	256	0.000700	13,14,25	11,17,18,19,21,22,28,30	8
2430267.609069	1941.745504	 0.00	 0.00	12.44	  0.00000	  0.00000	  0.0	0.000	bi00118	10	0	0	0	2048	-1.000000			11
2430287.566928	1941.800183	 0.00	 0.00	13.74	  0.00000	  0.00000	  0.0	0.000	bi00144	10	0	0	0	2048	-1.000000			11
2430289.595483	1941.805741	12.81	 0.17	15.52	134.56549	-43.16521	-77.5	0.360	b67214	10	0	1349451776	209779	640	0.000700		16,17,18,19,21,22,28,30	7,9
2430290.582284	1941.808445	 0.00	 0.00	13.86	  0.00000	  0.00000	  0.0	0.000	bi00155	10	0	0	0	2048	-1.000000			11
2430295.563438	1941.822092	 0.00	 0.00	12.59	  0.00000	  0.00000	  0.0	0.000	am22123	8	0	0	0	2048	-1.000000			11
2430295.588022	1941.822159	 0.00	 0.00	12.65	  0.00000	  0.00000	  0.0	0.000	bi00159	10	0	0	0	2048	-1.000000			11
2430314.548537	1941.874106	12.72	 0.07	13.74	134.56533	-43.16544	-50.6	0.564	b67258	10	0	1349451776	69417	640	0.000700		16,17,18,19,21,22,28,30	7,9
2430314.575201	1941.874179	12.68	 0.18	14.16	134.56651	-43.16564	 42.0	0.226	am22169	9	0	1349451776	387564	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430318.504933	1941.884945	12.71	 0.26	13.20	134.56582	-43.16474	 82.8	0.330	am22175	10	8320	1349386240	124748	385	0.000700	7,13	17,18,19,21,22,28,30	0,7,8
2430318.561726	1941.885101	12.78	 0.12	14.30	134.56565	-43.16459	-12.7	0.110	am22176	10	0	1349451777	397289	384	0.000700		0,16,17,18,19,21,22,28,30	7,8
2430322.541326	1941.896004	12.69	 0.13	13.93	134.56544	-43.16525	-15.9	0.484	rb11201	10	33570880	1349386240	338599	384	0.000700	6,14,25	17,18,19,21,22,28,30	7,8
2430322.560009	1941.896055	 0.00	 0.00	12.66	  0.00000	  0.00000	  0.0	0.000	bi00174	9	0	0	0	2048	-1.000000			11
2430327.470120	1941.909507	12.52	 0.16	12.75	134.56459	-43.16521	-23.7	0.496	rb11228	10	24640	1349388288	224690	256	0.000700	6,13,14	11,17,18,19,21,22,28,30	8
2430344.411293	1941.955921	 0.00	 0.00	10.39	  0.00000	  0.00000	  0.0	0.000	bi00188	10	0	0	0	2048	-1.000000			11
2430344.445409	1941.956015	12.77	 0.15	14.02	134.56458	-43.16500	-33.9	0.138	bi00189	9	67108864	1349386243	462446	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2430344.478652	1941.956106	12.76	 0.30	13.15	134.56592	-43.16440	 82.9	0.118	bi00190	9	8192	1349386243	416322	384	0.000700	13	0,1,17,18,19,21,22,28,30	7,8
2430344.519861	1941.956219	11.32	 0.17	15.30	134.56527	-43.16845	-51.5	0.341	ax04111	10	311427072	1349387267	30314	448	0.000700	20,23,25,28	0,1,10,17,18,19,21,22,28,30	6,7,8
2430344.543571	1941.956284	 0.00	 0.00	12.82	  0.00000	  0.00000	  0.0	0.000	bi00192	10	0	0	0	2048	-1.000000			11
2430346.420030	1941.961425	 0.00	 0.00	12.39	  0.00000	  0.00000	  0.0	0.000	am22222	10	0	0	0	2048	-1.000000			11
2430351.496956	1941.975334	12.54	 0.22	14.64	134.56365	-43.16516	 81.7	0.314	am22224	10	0	1349453827	421941	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2430365.535928	1942.013797	12.66	 0.25	13.33	134.56525	-43.16446	 84.7	0.414	am22239	10	0	1349451778	112143	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2430372.367164	1942.032513	12.60	 0.13	14.59	134.56540	-43.16481	 26.9	0.214	am22248	10	0	1349451779	434628	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430373.367243	1942.035253	12.68	 0.13	14.48	134.56576	-43.16539	 -5.5	0.279	am22250	10	0	1349451779	242033	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430380.301569	1942.054251	 0.00	 0.00	11.70	  0.00000	  0.00000	  0.0	0.000	am22255	8	0	0	0	2048	-1.000000			11
2430380.353579	1942.054393	12.73	 0.12	13.91	134.56596	-43.16537	 49.5	0.258	rb11282	10	0	1349453824	272483	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430380.390631	1942.054495	12.78	 0.15	14.59	134.56453	-43.16562	-30.9	0.283	am22256	10	0	1349451776	275586	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430380.475126	1942.054726	12.69	 0.17	13.83	134.56499	-43.16500	 68.5	0.273	am22257	10	0	1349453827	280427	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2430404.291443	1942.119977	 0.00	 0.00	12.34	  0.00000	  0.00000	  0.0	0.000	am22270	9	0	0	0	2048	-1.000000			11
2430404.323937	1942.120066	13.11	 1.17	13.33	134.56815	-43.16757	-34.0	0.326	rb11314	9	268482688	1208614912	276531	392	0.000700	7,11,12,13,15,28	17,19,27,30	3,7,8
2430418.388611	1942.158599	 0.00	 0.00	12.07	  0.00000	  0.00000	  0.0	0.000	am22279	9	0	0	0	2048	-1.000000			11
2430428.457552	1942.186185	12.74	 0.11	13.96	134.56339	-43.16635	  1.9	0.208	am22292	10	0	1349451778	104543	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2430432.340624	1942.196824	12.59	 0.32	12.85	134.56411	-43.16572	-14.1	0.531	rb11347	10	268460096	1349386240	251605	384	0.000700	6,13,14,28	17,18,19,21,22,28,30	7,8
2430442.350536	1942.224248	12.55	 0.08	12.86	134.56560	-43.16455	 -9.2	0.413	rb11364	10	24640	1349386243	331219	384	0.000700	6,13,14	0,1,17,18,19,21,22,28,30	7,8
2430446.367566	1942.235254	12.39	 0.25	12.58	134.56350	-43.16694	-36.0	0.367	rb11378	10	24576	1349386242	257767	384	0.000700	13,14	1,17,18,19,21,22,28,30	7,8
2430455.385928	1942.259961	 0.00	 0.00	12.66	  0.00000	  0.00000	  0.0	0.000	am22358	10	0	0	0	2048	-1.000000			11
2430455.451028	1942.260140	 0.00	 0.00	11.41	  0.00000	  0.00000	  0.0	0.000	am22360	10	0	0	0	2048	-1.000000			11
2430459.227444	1942.270486	12.79	 0.13	14.01	134.56592	-43.16615	-82.8	0.604	rb11408	9	0	1349451779	493982	4480	0.000700		0,1,16,17,18,19,21,22,28,30	7,8,12
2430459.298480	1942.270681	 0.00	 0.00	11.79	  0.00000	  0.00000	  0.0	0.000	am22367	8	0	0	0	2048	-1.000000			11
2430459.323065	1942.270748	 0.00	 0.00	11.92	  0.00000	  0.00000	  0.0	0.000	bi00214	10	0	0	0	2048	-1.000000			11
2430459.358677	1942.270846	12.51	 0.30	13.02	134.56233	-43.16591	-59.5	0.340	bi00215	10	0	1349451779	204488	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430459.391919	1942.270937	12.08	 0.27	12.60	134.57482	-43.16381	 55.3	0.398	bi00216	9	0	1349451776	309734	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430460.321028	1942.273482	 0.00	 0.00	13.74	  0.00000	  0.00000	  0.0	0.000	bi00224	9	0	0	0	2048	-1.000000			11
2430460.356604	1942.273580	13.30	 0.23	14.08	134.56941	-43.16947	-27.0	0.476	b67394	10	109051904	1349386243	29702	640	0.000700	23,25,26	0,1,17,18,19,21,22,28,30	7,9
2430460.387512	1942.273664	 0.00	 0.00	12.94	  0.00000	  0.00000	  0.0	0.000	bi00226	10	0	0	0	2048	-1.000000			11
2430476.309891	1942.317287	 0.00	 0.00	12.16	  0.00000	  0.00000	  0.0	0.000	am22402	8	0	0	0	2048	-1.000000			11
2430483.233601	1942.336256	12.52	 0.17	12.84	134.56601	-43.16518	-13.2	0.264	rb11451	10	33579008	1349386243	281746	384	0.000700	13,14,25	0,1,17,18,19,21,22,28,30	7,8
2430483.240914	1942.336276	 0.00	 0.00	11.92	  0.00000	  0.00000	  0.0	0.000	bi00251	10	0	0	0	2048	-1.000000			11
2430487.287577	1942.347363	12.61	 0.20	12.63	134.56600	-43.16421	 23.8	0.454	am22416	10	8192	1349386240	88364	384	0.000700	13	17,18,19,21,22,28,30	7,8
2430492.286828	1942.361060	12.77	 0.11	13.83	134.56547	-43.16529	  7.8	0.331	am22435	10	0	1349451776	94295	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430493.212717	1942.363596	12.72	 0.10	14.11	134.56533	-43.16626	 77.8	0.464	rb11474	9	0	1349453827	593490	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2430495.240007	1942.369151	 0.00	 0.00	13.69	  0.00000	  0.00000	  0.0	0.000	bi00284	9	0	0	0	2048	-1.000000			11
2430497.284687	1942.374753	12.67	 0.19	13.51	134.56545	-43.16504	 44.1	0.394	am22453	10	0	1349451779	370648	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430499.207792	1942.380021	12.79	 0.19	13.33	134.56425	-43.16618	 36.7	0.172	rb11517	9	33554432	1349388291	514722	256	0.000700	25	0,1,11,17,18,19,21,22,28,30	8
2430513.237951	1942.418460	 0.00	 0.00	12.39	  0.00000	  0.00000	  0.0	0.000	bi00342	10	0	0	0	2048	-1.000000			11
2430513.283314	1942.418584	 0.00	 0.00	11.77	  0.00000	  0.00000	  0.0	0.000	am22482	10	0	0	0	2048	-1.000000			11
2430515.202712	1942.423843	 0.00	 0.00	13.01	  0.00000	  0.00000	  0.0	0.000	bi00344	10	0	0	0	2048	-1.000000			11
2430518.219799	1942.432109	 0.00	 0.00	12.19	  0.00000	  0.00000	  0.0	0.000	am22507	10	0	0	0	2048	-1.000000			11
2430520.218925	1942.437586	12.62	 0.13	13.36	134.56598	-43.16530	 14.1	0.503	rb11576	10	0	1349451776	214850	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430520.242472	1942.437651	12.51	 0.13	13.77	134.56494	-43.16584	 80.4	0.116	rb11578	10	0	1349451776	173693	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430521.193255	1942.440255	 0.00	 0.00	13.72	  0.00000	  0.00000	  0.0	0.000	rb11583	9	0	0	0	2048	-1.000000			11
2430521.216142	1942.440318	12.63	 0.17	13.74	134.56550	-43.16535	-25.8	0.141	rb11585	9	0	1349453824	211965	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430530.220275	1942.464987	 0.00	 0.00	11.97	  0.00000	  0.00000	  0.0	0.000	am22554	9	0	0	0	2048	-1.000000			11
2430532.210127	1942.470439	12.42	 0.15	13.16	134.56199	-43.16852	 52.3	0.310	am22558	10	0	1349451778	332538	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2430672.536420	1942.854894	12.76	 0.13	13.85	134.56502	-43.16542	-87.7	0.648	am22852	10	0	1349451779	126476	4480	0.000700		0,1,16,17,18,19,21,22,28,30	7,8,12
2430677.504329	1942.868505	12.87	 0.16	14.24	134.56602	-43.16553	 40.2	0.266	ax04206	10	0	1349451779	161987	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430677.527185	1942.868568	12.79	 0.17	13.85	134.56642	-43.16491	 63.2	0.262	am22859	10	0	1349451776	173324	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430677.537076	1942.868595	 0.00	 0.00	11.93	  0.00000	  0.00000	  0.0	0.000	rb11896	10	0	0	0	2048	-1.000000			11
2430678.468409	1942.871146	12.54	 0.38	12.72	134.56324	-43.16431	 27.9	0.459	rb11897	10	8256	1349388291	179115	256	0.000700	6,13	0,1,11,17,18,19,21,22,28,30	8
2430678.516197	1942.871277	12.77	 0.24	14.23	134.56707	-43.16466	 45.2	0.395	ax04207	10	67108928	1349388291	87093	256	0.000700	6,26	0,1,11,17,18,19,21,22,28,30	8
2430678.545427	1942.871357	 0.00	 0.00	11.23	  0.00000	  0.00000	  0.0	0.000	am22861	10	0	0	0	2048	-1.000000			11
2430679.441491	1942.873812	12.53	 0.25	12.85	134.56362	-43.16493	 29.7	0.137	am22862	10	8192	1349386240	157864	384	0.000700	13	17,18,19,21,22,28,30	7,8
2430679.445740	1942.873824	 0.00	 0.00	11.16	  0.00000	  0.00000	  0.0	0.000	rb11898	10	0	0	0	2048	-1.000000			11
2430680.544433	1942.876834	12.72	 0.10	14.09	134.56525	-43.16533	-47.3	0.532	b68152	10	0	1349451776	100185	640	0.000700		16,17,18,19,21,22,28,30	7,9
2430701.548158	1942.934379	12.72	 0.34	12.73	134.56653	-43.16292	-85.3	0.554	am22883	10	10368	1349386243	136198	385	0.000700	7,11,13	0,1,17,18,19,21,22,28,30	0,7,8
2430742.414957	1943.046342	12.61	 0.18	13.45	134.56582	-43.16635	 35.9	0.213	am22903	10	0	1349453824	333593	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430751.315187	1943.070727	12.38	 2.75	12.71	134.56179	-43.16431	 88.9	0.422	bi00690	9	12288	1349388291	236878	256	0.000700	12,13	0,1,11,17,18,19,21,22,28,30	8
2430751.345758	1943.070810	 0.00	 0.00	12.67	  0.00000	  0.00000	  0.0	0.000	bi00691	9	0	0	0	2048	-1.000000			11
2430751.585636	1943.071467	12.84	 0.18	13.65	134.56538	-43.16614	  1.7	0.078	am22915	9	0	1349451776	459739	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430753.499893	1943.076712	12.61	 0.18	13.77	134.56557	-43.16552	 68.0	0.223	am22921	10	0	1349453827	334452	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2430753.542140	1943.076828	12.72	 0.20	12.80	134.56491	-43.16588	-15.0	0.215	am22922	10	8192	1349386240	442586	384	0.000700	13	17,18,19,21,22,28,30	7,8
2430754.491313	1943.079428	 0.00	 0.00	13.56	  0.00000	  0.00000	  0.0	0.000	bi00695	10	0	0	0	2048	-1.000000			11
2430754.527317	1943.079527	12.43	 0.22	13.37	134.56896	-43.16314	-69.7	0.163	bi00696	10	67108864	1349386243	225544	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2430754.560560	1943.079618	12.55	 0.20	13.30	134.56790	-43.16474	 64.9	0.326	bi00697	9	0	1349451779	337364	384	0.000700		0,1,16,17,18,19,21,22,28,30	7,8
2430754.590347	1943.079700	 0.00	 0.00	11.85	  0.00000	  0.00000	  0.0	0.000	bi00698	8	0	0	0	2048	-1.000000			11
2430760.454499	1943.095766	 0.00	 0.00	12.78	  0.00000	  0.00000	  0.0	0.000	am22931	10	0	0	0	2048	-1.000000			11
2430760.472852	1943.095816	 0.00	 0.00	12.56	  0.00000	  0.00000	  0.0	0.000	bi00699	10	0	0	0	2048	-1.000000			11
2430761.305987	1943.098099	 0.00	 0.00	11.34	  0.00000	  0.00000	  0.0	0.000	bi00702	10	0	0	0	2048	-1.000000			11
2430761.342152	1943.098198	12.58	 0.31	13.16	134.57641	-43.16678	-66.9	0.551	bi00703	10	75497472	1349386243	177798	384	0.000700	23,26	0,1,17,18,19,21,22,28,30	7,8
2430761.372472	1943.098281	 0.00	 0.00	12.50	  0.00000	  0.00000	  0.0	0.000	bi00704	10	0	0	0	2048	-1.000000			11
2430763.337924	1943.103666	 0.00	 0.00	13.03	  0.00000	  0.00000	  0.0	0.000	bi00708	10	0	0	0	2048	-1.000000			11
2430763.374130	1943.103765	12.40	 0.44	12.57	134.57444	-43.16220	 45.2	0.204	bi00709	9	8396800	1349388288	271341	256	0.000700	13,23	11,17,18,19,21,22,28,30	8
2430765.306373	1943.109059	12.52	 0.23	13.60	134.56515	-43.16587	 60.2	0.131	bi00719	10	67108864	1349386243	183661	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2430765.336619	1943.109141	 0.00	 0.00	11.39	  0.00000	  0.00000	  0.0	0.000	bi00720	10	0	0	0	2048	-1.000000			11
2430766.302723	1943.111788	 0.00	 0.00	11.39	  0.00000	  0.00000	  0.0	0.000	bi00725	8	0	0	0	2048	-1.000000			11
2430766.369208	1943.111970	 0.00	 0.00	11.84	  0.00000	  0.00000	  0.0	0.000	bi00727	10	0	0	0	2048	-1.000000			11
2430767.335314	1943.114617	 0.00	 0.00	12.03	  0.00000	  0.00000	  0.0	0.000	bi00734	9	0	0	0	2048	-1.000000			11
2430767.368556	1943.114708	 0.00	 0.00	10.59	  0.00000	  0.00000	  0.0	0.000	bi00735	10	0	0	0	2048	-1.000000			11
2430767.486205	1943.115031	12.68	 0.09	15.62	134.56515	-43.16556	 50.2	0.107	rb11999	10	0	1349453824	265187	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430767.545418	1943.115193	12.48	 0.17	13.59	134.56623	-43.16510	 29.2	0.451	rb12002	9	0	1349451776	244242	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430767.568965	1943.115257	12.74	 0.16	13.56	134.56562	-43.16536	 32.0	0.185	rb12004	10	0	1349451776	211684	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430770.267563	1943.122651	 0.00	 0.00	12.49	  0.00000	  0.00000	  0.0	0.000	am22969	10	0	0	0	2048	-1.000000			11
2430781.483415	1943.153379	12.39	 0.71	12.39	134.56207	-43.16538	-76.0	0.494	am22995	8	8192	1349388291	553594	256	0.000700	13	0,1,11,17,18,19,21,22,28,30	8
2430791.350119	1943.180411	 0.00	 0.00	11.30	  0.00000	  0.00000	  0.0	0.000	bi00752	10	0	0	0	2048	-1.000000			11
2430791.395828	1943.180537	12.53	 0.28	12.65	134.56721	-43.16556	 50.7	0.364	am23009	10	8192	1349388289	327656	256	0.000700	13	0,11,17,18,19,21,22,28,30	8
2430791.419720	1943.180602	12.21	 0.28	12.44	134.57017	-43.17226	-73.2	0.339	bi00754	10	67117056	1349388291	178019	256	0.000700	13,26	0,1,11,17,18,19,21,22,28,30	8
2430791.449846	1943.180685	 0.00	 0.00	12.76	  0.00000	  0.00000	  0.0	0.000	bi00755	10	0	0	0	2048	-1.000000			11
2430791.452963	1943.180693	13.20	 0.20	13.26	134.57012	-43.16913	-28.6	0.409	b68304	10	109060096	1349386243	46383	640	0.000700	13,23,25,26	0,1,17,18,19,21,22,28,30	7,9
2430791.459542	1943.180711	12.57	 0.16	12.57	134.56598	-43.16298	 -6.7	0.429	am23010	9	8192	1349386240	366553	384	0.000700	13	17,18,19,21,22,28,30	7,8
2430791.516331	1943.180867	 0.00	 0.00	11.21	  0.00000	  0.00000	  0.0	0.000	bi00757	9	0	0	0	2048	-1.000000			11
2430792.451263	1943.183428	12.53	 0.17	13.82	134.56851	-43.16414	 55.9	0.204	bi00767	10	67108864	1349388291	305792	256	0.000700	26	0,1,11,17,18,19,21,22,28,30	8
2430793.249087	1943.185614	 0.00	 0.00	11.90	  0.00000	  0.00000	  0.0	0.000	bi00771	9	0	0	0	2048	-1.000000			11
2430793.282329	1943.185705	 0.00	 0.00	11.29	  0.00000	  0.00000	  0.0	0.000	bi00772	8	0	0	0	2048	-1.000000			11
2430795.314958	1943.191274	 0.00	 0.00	11.29	  0.00000	  0.00000	  0.0	0.000	bi00785	10	0	0	0	2048	-1.000000			11
2430795.341238	1943.191346	12.62	 0.18	13.04	134.56645	-43.16556	 15.7	0.428	rb12061	10	8192	1349388288	389699	256	0.000700	13	11,17,18,19,21,22,28,30	8
2430795.479093	1943.191724	 0.00	 0.00	12.49	  0.00000	  0.00000	  0.0	0.000	bi00788	9	0	0	0	2048	-1.000000			11
2430795.512334	1943.191815	 0.00	 0.00	11.15	  0.00000	  0.00000	  0.0	0.000	bi00789	10	0	0	0	2048	-1.000000			11
2430799.293559	1943.202174	12.50	 0.16	12.98	134.56495	-43.16533	-12.0	0.517	rb12068	10	24576	1349453824	253079	256	0.000700	13,14	11,16,17,18,19,21,22,28,30	8
2430799.385666	1943.202426	12.58	 0.26	12.95	134.56220	-43.16637	 67.8	0.321	am23034	10	8192	1349388288	137665	256	0.000700	13	11,17,18,19,21,22,28,30	8
2430813.328444	1943.240626	12.65	 0.13	13.87	134.56546	-43.16592	-16.2	0.500	rb12083	10	16384	1349451776	358809	384	0.000700	14	16,17,18,19,21,22,28,30	7,8
2430813.370342	1943.240741	12.44	 0.21	13.97	134.56576	-43.16692	-68.2	0.197	bi00799	9	67108864	1349388291	355707	256	0.000700	26	0,1,11,17,18,19,21,22,28,30	8
2430813.380383	1943.240768	12.83	 0.13	13.80	134.56464	-43.16530	 83.7	0.412	am23050	10	0	1349453824	81973	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430813.403583	1943.240832	12.71	 0.53	13.10	134.56541	-43.16566	-49.1	0.566	b68356	10	8192	1349386240	67886	640	0.000700	13	17,18,19,21,22,28,30	7,9
2430813.403583	1943.240832	12.32	 0.23	13.25	134.56794	-43.16364	 87.8	0.155	bi00800	10	67108864	1349386243	225770	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2430817.292287	1943.251486	 0.00	 0.00	11.77	  0.00000	  0.00000	  0.0	0.000	bi00809	9	0	0	0	2048	-1.000000			11
2430817.325529	1943.251577	 0.00	 0.00	13.11	  0.00000	  0.00000	  0.0	0.000	bi00810	10	0	0	0	2048	-1.000000			11
2430817.361382	1943.251675	12.40	 0.88	12.73	134.55986	-43.16410	-59.0	0.218	bi00811	10	67117056	1349386243	226244	384	0.000700	13,26	0,1,17,18,19,21,22,28,30	7,8
2430817.361383	1943.251675	13.02	 0.19	15.84	134.56532	-43.16513	-81.6	0.142	b68367	10	0	1349452800	276904	704	0.000700		10,16,17,18,19,21,22,28,30	6,7,9
2430817.391161	1943.251757	12.54	 0.27	13.71	134.56841	-43.16483	-86.4	0.397	bi00812	10	67108864	1349386243	305439	384	0.000700	26	0,1,17,18,19,21,22,28,30	7,8
2430817.425256	1943.251850	 0.00	 0.00	11.41	  0.00000	  0.00000	  0.0	0.000	bi00813	9	0	0	0	2048	-1.000000			11
2430819.324917	1943.257055	 0.00	 0.00	11.63	  0.00000	  0.00000	  0.0	0.000	bi00821	10	0	0	0	2048	-1.000000			11
2430819.358159	1943.257146	 0.00	 0.00	13.23	  0.00000	  0.00000	  0.0	0.000	bi00822	10	0	0	0	2048	-1.000000			11
2430819.391402	1943.257237	 0.00	 0.00	11.96	  0.00000	  0.00000	  0.0	0.000	bi00823	9	0	0	0	2048	-1.000000			11
2430822.368691	1943.265394	12.98	 0.35	13.32	134.56299	-43.16713	-87.0	0.612	am23067	9	8192	1349388289	513836	4352	0.000700	13	0,11,17,18,19,21,22,28,30	8,12
2430823.223964	1943.267737	 0.00	 0.00	11.23	  0.00000	  0.00000	  0.0	0.000	bi00836	9	0	0	0	2048	-1.000000			11
2430826.248322	1943.276023	 0.00	 0.00	11.80	  0.00000	  0.00000	  0.0	0.000	bi00838	9	0	0	0	2048	-1.000000			11
2430849.252274	1943.339047	12.64	 0.13	13.02	134.56466	-43.16542	-16.9	0.651	rb12121	10	33579072	1349386240	345462	4480	0.000700	6,13,14,25	17,18,19,21,22,28,30	7,8,12
2430849.288285	1943.339146	12.73	 0.13	13.31	134.56523	-43.16562	 81.1	0.262	am23093	10	0	1349453827	93478	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2430852.265056	1943.347302	12.43	 0.39	12.88	134.56587	-43.16462	-64.8	0.148	bi00885	10	8192	1349386243	179356	384	0.000700	13	0,1,17,18,19,21,22,28,30	7,8
2430852.297142	1943.347389	 0.00	 0.00	12.72	  0.00000	  0.00000	  0.0	0.000	bi00886	10	0	0	0	2048	-1.000000			11
